date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:56:46	0/0	---M--	302	error ('Found')	text/html	etag:W/%2292c5e8348a762a5317be2368284e4114%22	https://drum-nonagon-rhas.squarespace.com/progetti-opere	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/progetti-opere.16.delayed	(from https://drum-nonagon-rhas.squarespace.com/)
20:56:49	237673/237673	---MCZ	200	added ('OK')	text/html	etag:W/%22e1f0201f448dfb7b2c5637ae016b90fa--gzip%22	https://drum-nonagon-rhas.squarespace.com/metamorfosirepurpose	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/metamorfosirepurpose.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:56:50	96824/96824	---MCZ	200	added ('OK')	text/html	etag:W/%22040974712097d15d02ee1025c6c96541--gzip%22	https://drum-nonagon-rhas.squarespace.com/video	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/video.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:56:51	127800/127800	---MCZ	200	added ('OK')	text/html	etag:W/%224e95e8d89aa5d77a7b8b657d390acf2b--gzip%22	https://drum-nonagon-rhas.squarespace.com/about-us-by-thomas-giustini	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/about-us-by-thomas-giustini.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:56:53	91542/91542	---MCZ	200	added ('OK')	text/html	etag:W/%22354ba6a10537e103e2171b2beb38f893--gzip%22	https://drum-nonagon-rhas.squarespace.com/creditsthoughts	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/creditsthoughts.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:56:54	101388/101388	---MCZ	200	added ('OK')	text/html	etag:W/%22afd06c32c5c1949ebf6fe92aa59c054a--gzip%22	https://drum-nonagon-rhas.squarespace.com/contact	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/contact.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:06	319508/319508	---MC-	401	error ('Unauthorized')	text/html	etag:W/%2271b384636140e5cb7b60ef8775a07f43%22	https://drum-nonagon-rhas.squarespace.com/journal	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/journal.1c.delayed	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:20	83144/83144	---M--	200	added ('OK')	image/jpeg	etag:CK7H4/2B3e4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612881009529-GLKWC3M5OII9KGY9RYFA/sfondo-per-sito.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1612881009529-GLKWC3M5OII9KGY9RYFA/sfondo-per-sito.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:20	79428/79428	---M--	200	added ('OK')	image/jpeg	etag:COTcloWapPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624123102063-04POI4GNE3KN6BDGPQSZ/sfondo-per-sito.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624123102063-04POI4GNE3KN6BDGPQSZ/sfondo-per-sito.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:23	156593/156593	---MCZ	200	added ('OK')	text/html	etag:W/%22300f8f1d235327e4dd2e8d512f7768f3--gzip%22	https://drum-nonagon-rhas.squarespace.com/home	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/home.html	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:23	1573693/1573693	---M-Z	200	added ('OK')	text/javascript	etag:%223b80216b79c9f983c495ddbdbfe9abf2%22	http://assets.squarespace.com/universal/scripts-compressed/common-78ecb4a6f8b0ab9aea48-min.it-IT.js	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/scripts-compressed/common-78ecb4a6f8b0ab9aea48-min.it-IT.js	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:28	62125/62125	---M--	200	added ('OK')	image/jpeg	etag:CL3pn//p0u4CEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/6ff11b3e-d96d-4e71-9ec6-d61bee8fb040/10..jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/6ff11b3e-d96d-4e71-9ec6-d61bee8fb040/10..jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:28	19209/19209	---M--	200	added ('OK')	image/jpeg	etag:CLa8t7TApPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624133402190-TL4WN33PESIW3BOJ1U6T/Sequence+01.00_19_07_05.Still015.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624133402190-TL4WN33PESIW3BOJ1U6T/Sequence+01.00_19_07_05.Still015.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:32	22079/22079	---M--	200	added ('OK')	image/jpeg	etag:COXX1aH/pfECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624184634050-ENZUJRUYE8MP9WBPVTWB/Sequence+01.00_00_00_05.Still021.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624184634050-ENZUJRUYE8MP9WBPVTWB/Sequence+01.00_00_00_05.Still021.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:35	2150880/2150880	---M-Z	200	added ('OK')	text/javascript	etag:%227c2a8a9706b6b4b3dc3d7a5305ef13f8%22	http://assets.squarespace.com/universal/scripts-compressed/commerce-1c23ef386d9b345791b1-min.it-IT.js	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/scripts-compressed/commerce-1c23ef386d9b345791b1-min.it-IT.js	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:35	76184/76184	---M--	200	added ('OK')	image/jpeg	etag:CIyiya7nsPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624556174735-210VOYVE74920OWTYOUO/%21TITOLI-INIZIALI-LOOKBOOK3def465.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624556174735-210VOYVE74920OWTYOUO/!TITOLI-INIZIALI-LOOKBOOK3def465.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:35	216989/216989	---M--	200	added ('OK')	image/jpeg	etag:CLjsvOz9q/ECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390411599-XSI5SWCCY93CMKFQQPNQ/locandina-metamorfosi-film2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390411599-XSI5SWCCY93CMKFQQPNQ/locandina-metamorfosi-film2.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:36	39448/39448	---M--	200	added ('OK')	image/jpeg	etag:CND/u9/9q/ECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390384865-EIZ9OV9Q1NYSNX9S59MI/123123123.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390384865-EIZ9OV9Q1NYSNX9S59MI/123123123.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:36	801209/801209	---M--	200	added ('OK')	image/jpeg	etag:CLnwhqfPq/ECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624377917901-7QJBFX3KQFRF2J9UJL3Y/CREDITS-THOUGHTS.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624377917901-7QJBFX3KQFRF2J9UJL3Y/CREDITS-THOUGHTS.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:36	17779/17779	---M--	200	added ('OK')	image/jpeg	etag:CJu02IqBrPECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624391280719-HX08XMP703H0L26WE8T6/Senza-titolo-3.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624391280719-HX08XMP703H0L26WE8T6/Senza-titolo-3.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:37	407315/407315	---M--	200	added ('OK')	image/jpeg	etag:CKrB9eT/q/ECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390931420-BCPR2CMHTBNE5O9CMORV/NEGOZIOO.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624390931420-BCPR2CMHTBNE5O9CMORV/NEGOZIOO.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:37	6118/6118	---M--	200	added ('OK')	image/jpeg	etag:CJ3HqpyirvECEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624468894508-SXKQ9ZLZF1OWMPX0DDDI/SFONDO%25C3%25A8ERSITOCREDIT-THOUGHTS.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1624468894508-SXKQ9ZLZF1OWMPX0DDDI/SFONDO%C3%A8ERSITOCREDIT-THOUGHTS.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:37	247647/247647	---M--	200	added ('OK')	image/jpeg	etag:CPL98tT+sfACEAE=	https://images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620198741760-TLUFNSUK3Y5CPMZSR6ER/locandina-metamorfosi-film2.jpg	E:/Sito/aboutusbythomasgiustinisnapshot2/images.squarespace-cdn.com/content/v1/601ac3d2c234584dde75194d/1620198741760-TLUFNSUK3Y5CPMZSR6ER/locandina-metamorfosi-film2.jpg	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:38	87142/87142	---MC-	404	error ('Not%20Found')	text/html	etag:W/%22765fee648a223fdae7384a2c57b1ed67%22	https://drum-nonagon-rhas.squarespace.com/stockists	E:/Sito/aboutusbythomasgiustinisnapshot2/drum-nonagon-rhas.squarespace.com/stockists.2b.delayed	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:38	266843/266843	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2029%20Jan%202025%2019:57:38%20GMT	https://static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.bedeb58efc807da396a767cc186b7379.js	E:/Sito/aboutusbythomasgiustinisnapshot2/static1.squarespace.com/static/vta/5c5a519771c10ba3470d8101/scripts/site-bundle.bedeb58efc807da396a767cc186b7379.js	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:40	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://assets.squarespace.com/universal/styles-compressed/commerce-4edea0c87d999fb19498-min.it-IT.css)
20:57:40	22563/22563	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2013%20Oct%202023%2014:39:14%20GMT	https://ninjakit-assets.ixstudio.net/assets/admin/js/ninja-sqs.js	E:/Sito/aboutusbythomasgiustinisnapshot2/ninjakit-assets.ixstudio.net/assets/admin/js/ninja-sqs.js	(from https://drum-nonagon-rhas.squarespace.com/)
20:57:40	1262/1262	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/error-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:40	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/error-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:40	1219/1219	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:01%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/play-button.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:41	2909/2909	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/play-button@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:41	2968/2968	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:41	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:41	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:42	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:42	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:42	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
20:57:42	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	E:/Sito/aboutusbythomasgiustinisnapshot2/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/601ac3d2c234584dde75194d/209/5c5a519771c10ba3470d8101/601ac3d2c234584dde751967/1607/site.css)
